Title; Link; Description
enhaitipla_pdf.txt;https://ufdcimages.uflib.ufl.edu/AA/00/00/00/97/00001/enhaitipla_pdf.txt;
train_data.txt;https://huggingface.co/datasets/cassandra-themis/QR-AN/resolve/f85125ef91fcdab0b90151f432f6b040f7638674/train_data.txt;
hach0001parhacv01904i00001_...;https://brittlebooks.library.illinois.edu/brittlebooks_open/Books2009-05/hach0001parhac/hach0001parhacv01904i00001/hach0001parhacv01904i00001_ocr.txt;
Tesis Paula Durán.pdf.txt;https://www.tdx.cat/bitstream/10803/84053/2/Tesis%20Paula%20Dur%C3%A1n.pdf.txt;
google-books-common-words.txt;https://norvig.com/google-books-common-words.txt;
kitap-76.txt;https://www.nadirkitap.com/sitemap/kitap-76.txt;
kitap-27.txt;https://www.nadirkitap.com/sitemap/kitap-27.txt;
lavieeco.wordpress.2019-02-06.xml_.txt;https://www.lavieeco.com/wp-content/uploads/2019/02/lavieeco.wordpress.2019-02-06.xml_.txt;
channes_list_VoD.txt;https://cdn.shopify.com/s/files/1/0416/5317/4427/files/channes_list_VoD.txt;
vocab.txt;https://zenodo.org/record/6976301/files/vocab.txt;
